sort_inner,sort_attribute,option_tag_attribute_value,textCount,name_url
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
