sort_inner,sort_attribute,option_tag_attribute_value,textCount,name_url
0,0,4,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,6,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
1,0,7,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,3,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,4,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,5,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,3,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,6,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,2,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,8,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/ROMWEUSA.html
