0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
2.8011508344799596,97.19884916552004,1,1,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/fashionphile.html
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/fashionphile.html
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/fashionphile.html
