0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/NastyGal.html
0.47785150002926935,99.52214849997073,1,1,4,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/NastyGal.html
