0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
0.8650358733824692,99.13496412661753,1,1,3,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
