0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Chumbak.html
0.8288316329836842,99.17116836701632,1,1,3,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Chumbak.html
