0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
5.910280191729211,94.08971980827079,1,1,2,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Forever21.html
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Forever21.html
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Forever21.html
